theta_res,gamma
0.3871911245263958,9.999999999998101
0.03097444625131406,0.6570816843066141
0.024053630745137455,6.129942724088917
0.28532849183219855,4.353072112721484
0.2287007771358999,3.693047954586075
0.25328427056760877,0.3248484332544461
0.3364021747482577,9.999999999999998
0.33521497618377655,0.11522524104741472
0.15961023243212075,7.195839012672023
0.20936509927413055,5.3847284598803595
0.14148645856172198,5.965619961118628
0.270655827074445,2.824694444975046
0.1689452949718569,4.534405553459006
0.032777491864112177,2.7541497827166257
0.1023960033374829,6.4948251407247675
0.3229476442093324,4.2602853384206565
0.13837804100055834,2.98686382113941
0.08576894808817892,3.3011669855819252
0.03853570161563173,7.543231905381971
0.17777904426036442,3.7575610778858457
0.17350145954168203,2.3298380369422196
0.0945829210242276,4.822111350611802
0.04542689933613188,3.0230537465527147
0.009118391998890434,5.313418752968777
0.39665575425794813,5.89312988364921
0.21674010583170455,6.384114372678579
0.31968457993600113,6.677648452456642
0.14474860678655374,8.925309299637243
0.32045527552688025,2.25837062941399
0.3138766904572694,7.259801717892013
0.18974228217041986,9.999999999999998
0.36123894757371167,1.0134217637559901
0.12002955743705905,2.2212425489982595
0.11093973395809635,1.0432042710624192
0.15773835945327286,1.2679105178435985
0.2207380521586865,1.0966078134374502
0.06392302794220629,1.5474968988204365
0.2462282868034865,8.581430414762496
0.3922993761203749,4.936757151432224
0.10119231385765967,4.299354023270768
